# Data Set of three post-normalized functions
# F1 = -7x4 + 21x3 – 8x + 24
# F2 =-20x^4 + 2
# F3 = 3x^4 - 4x^2 + 4x^2
3	3
-0.98449612	-0.98449612	-0.98449612	0.04852942	0.11968318	0.37851174
-0.96899225	-0.96899225	-0.96899225	0.09515932	0.16413881	0.37650287
-0.95348837	-0.95348837	-0.95348837	0.13993127	0.20651102	0.37473257
-0.9379845	-0.9379845	-0.9379845	0.18288647	0.24686593	0.37319089
-0.90697674	-0.90697674	-0.90697674	0.26350961	0.3217831	0.37075456
-0.89147287	-0.89147287	-0.89147287	0.3012581	0.35647228	0.36984087
-0.87596899	-0.87596899	-0.87596899	0.33735093	0.38939804	0.36911773
-0.86046512	-0.86046512	-0.86046512	0.37182746	0.42062117	0.36857602
-0.82945736	-0.82945736	-0.82945736	0.43608707	0.47819743	0.36800123
-0.81395349	-0.81395349	-0.81395349	0.46594698	0.50466683	0.3679507
-0.79844961	-0.79844961	-0.79844961	0.4943442	0.52966614	0.36804673
-0.78294574	-0.78294574	-0.78294574	0.52131622	0.55325082	0.36828099
-0.75193798	-0.75193798	-0.75193798	0.57113265	0.59639285	0.36913173
-0.73643411	-0.73643411	-0.73643411	0.59405014	0.6160558	0.36973237
-0.72093023	-0.72093023	-0.72093023	0.61568859	0.63451532	0.37043956
-0.70542636	-0.70542636	-0.70542636	0.6360836	0.65182155	0.37124579
-0.6744186	-0.6744186	-0.6744186	0.67328384	0.68316935	0.37312607
-0.65891473	-0.65891473	-0.65891473	0.69015842	0.69730585	0.37418587
-0.64341085	-0.64341085	-0.64341085	0.70592826	0.71047893	0.37531623
-0.62790698	-0.62790698	-0.62790698	0.72062709	0.72273338	0.37651043
-0.59689922	-0.59689922	-0.59689922	0.74694481	0.74466029	0.37906424
-0.58139535	-0.58139535	-0.58139535	0.75862932	0.75441701	0.38041121
-0.56589147	-0.56589147	-0.56589147	0.76937405	0.76342363	0.38179674
-0.5503876	-0.5503876	-0.5503876	0.77921087	0.77171964	0.3832149
-0.51937984	-0.51937984	-0.51937984	0.79628641	0.78633232	0.38612624
-0.50387597	-0.50387597	-0.50387597	0.80358701	0.79272259	0.38760838
-0.48837209	-0.48837209	-0.48837209	0.81010347	0.79854944	0.38910108
-0.47286822	-0.47286822	-0.47286822	0.81586578	0.803847	0.3905992
-0.44186047	-0.44186047	-0.44186047	0.82524613	0.81298545	0.39359208
-0.42635659	-0.42635659	-0.42635659	0.82892233	0.81688927	0.39507739
-0.41085271	-0.41085271	-0.41085271	0.83196067	0.82038967	0.39654925
-0.39534884	-0.39534884	-0.39534884	0.83438931	0.82351545	0.39800334
