# Data Set of three pre-normalized functions
# F1 = -7x4 + 21x3 – 8x + 24
# F2 =-20x^4 + 2
# F3 = 3x^4 - 4x^2 + 4x^2
3	1
-0.98449612	-0.98449612	-0.98449612	0.04852942	
-0.96899225	-0.96899225	-0.96899225	0.09515932	
-0.95348837	-0.95348837	-0.95348837	0.13993127	
-0.9379845	-0.9379845	-0.9379845	0.18288647	
-0.90697674	-0.90697674	-0.90697674	0.26350961	
-0.89147287	-0.89147287	-0.89147287	0.3012581	
-0.87596899	-0.87596899	-0.87596899	0.33735093	
-0.86046512	-0.86046512	-0.86046512	0.37182746	
-0.82945736	-0.82945736	-0.82945736	0.43608707	
-0.81395349	-0.81395349	-0.81395349	0.46594698	
-0.79844961	-0.79844961	-0.79844961	0.4943442	
-0.78294574	-0.78294574	-0.78294574	0.52131622	
-0.75193798	-0.75193798	-0.75193798	0.57113265	
-0.73643411	-0.73643411	-0.73643411	0.59405014	
-0.72093023	-0.72093023	-0.72093023	0.61568859	
-0.70542636	-0.70542636	-0.70542636	0.6360836	
-0.6744186	-0.6744186	-0.6744186	0.67328384	
-0.65891473	-0.65891473	-0.65891473	0.69015842	
-0.64341085	-0.64341085	-0.64341085	0.70592826	
-0.62790698	-0.62790698	-0.62790698	0.72062709	
-0.59689922	-0.59689922	-0.59689922	0.74694481	
-0.58139535	-0.58139535	-0.58139535	0.75862932	
-0.56589147	-0.56589147	-0.56589147	0.76937405	
-0.5503876	-0.5503876	-0.5503876	0.77921087	
-0.51937984	-0.51937984	-0.51937984	0.79628641	
-0.50387597	-0.50387597	-0.50387597	0.80358701	
-0.48837209	-0.48837209	-0.48837209	0.81010347	
-0.47286822	-0.47286822	-0.47286822	0.81586578	
-0.44186047	-0.44186047	-0.44186047	0.82524613	
-0.42635659	-0.42635659	-0.42635659	0.82892233	
-0.41085271	-0.41085271	-0.41085271	0.83196067	
-0.39534884	-0.39534884	-0.39534884	0.83438931	
-0.36434109	-0.36434109	-0.36434109	0.83752815	
-0.34883721	-0.34883721	-0.34883721	0.83829277	
-0.33333333	-0.33333333	-0.33333333	0.83855651	
-0.31782946	-0.31782946	-0.31782946	0.83834563	
-0.28682171	-0.28682171	-0.28682171	0.83660329	
-0.27131783	-0.27131783	-0.27131783	0.83512251	
-0.25581395	-0.25581395	-0.25581395	0.83326847	
-0.24031008	-0.24031008	-0.24031008	0.83106559	
-0.20930233	-0.20930233	-0.20930233	0.82570907	
-0.19379845	-0.19379845	-0.19379845	0.82260238	
-0.17829457	-0.17829457	-0.17829457	0.81924073	
-0.1627907	-0.1627907	-0.1627907	0.81564668	
-0.13178295	-0.13178295	-0.13178295	0.80784965	
-0.11627907	-0.11627907	-0.11627907	0.80368988	
-0.10077519	-0.10077519	-0.10077519	0.79938413	
-0.08527132	-0.08527132	-0.08527132	0.79495307	
-0.05426357	-0.05426357	-0.05426357	0.78579586	
-0.03875969	-0.03875969	-0.03875969	0.78110919	
-0.02325581	-0.02325581	-0.02325581	0.77637617	
-0.00775194	-0.00775194	-0.00775194	0.7716156	
0.02325581	0.02325581	0.02325581	0.76208521	
0.03875969	0.03875969	0.03875969	0.75735113	
0.05426357	0.05426357	0.05426357	0.75266101	
0.06976744	0.06976744	0.06976744	0.74803177	
0.10077519	0.10077519	0.10077519	0.73902187	
0.11627907	0.11627907	0.11627907	0.73467322	
0.13178295	0.13178295	0.13178295	0.73044949	
0.14728682	0.14728682	0.14728682	0.72636575	
0.17829457	0.17829457	0.17829457	0.71867667	
0.19379845	0.19379845	0.19379845	0.71509961	
0.20930233	0.20930233	0.20930233	0.71171911	
0.2248062	0.2248062	0.2248062	0.70854836	
0.25581395	0.25581395	0.25581395	0.70288711	
0.27131783	0.27131783	0.27131783	0.70042115	
0.28682171	0.28682171	0.28682171	0.69821404	
0.30232558	0.30232558	0.30232558	0.69627712	
0.33333333	0.33333333	0.33333333	0.69325736	
0.34883721	0.34883721	0.34883721	0.69219533	
0.36434109	0.36434109	0.36434109	0.69144511	
0.37984496	0.37984496	0.37984496	0.69101619	
0.41085271	0.41085271	0.41085271	0.69115825	
0.42635659	0.42635659	0.42635659	0.69174632	
0.44186047	0.44186047	0.44186047	0.69268983	
0.45736434	0.45736434	0.45736434	0.69399641	
0.48837209	0.48837209	0.48837209	0.69772729	
0.50387597	0.50387597	0.50387597	0.70016495	
0.51937984	0.51937984	0.51937984	0.70299236	
0.53488372	0.53488372	0.53488372	0.70621527	
0.56589147	0.56589147	0.56589147	0.71386865	
0.58139535	0.58139535	0.58139535	0.71830873	
0.59689922	0.59689922	0.59689922	0.72316354	
0.6124031	0.6124031	0.6124031	0.72843694	
0.64341085	0.64341085	0.64341085	0.74025314	
0.65891473	0.65891473	0.65891473	0.74680183	
0.6744186	0.6744186	0.6744186	0.75378086	
0.68992248	0.68992248	0.68992248	0.76119226	
0.72093023	0.72093023	0.72093023	0.77731829	
0.73643411	0.73643411	0.73643411	0.78603507	
0.75193798	0.75193798	0.75193798	0.7951885	
0.76744186	0.76744186	0.76744186	0.80477872	
0.79844961	0.79844961	0.79844961	0.82526824	
0.81395349	0.81395349	0.81395349	0.83616595	
0.82945736	0.82945736	0.82945736	0.84749728	
0.84496124	0.84496124	0.84496124	0.8592605	
0.87596899	0.87596899	0.87596899	0.88407385	
0.89147287	0.89147287	0.89147287	0.89711865	
0.90697674	0.90697674	0.90697674	0.91058471	
0.92248062	0.92248062	0.92248062	0.92446843	
0.95348837	0.95348837	0.95348837	0.9534726	
0.96899225	0.96899225	0.96899225	0.968584	
0.98449612	0.98449612	0.98449612	0.98409495	
